0, Infinity, Infinity, 86310.25642827815, Infinity, 87244.0647337767, 85924.87378699318, Infinity, Infinity, 2.237545196951416E269, 441114.53780626267, Infinity, 87244.0647337767, Infinity, Infinity, 6.287780297397244E8, Infinity, Infinity, Infinity, 4.665524109288783E168, 1.618936348145231E81
207, 19091.261856437402, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922, 18805.71477589251
208, 18969.24391836604, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922, 18805.71477589251
209, 14837.517815967263, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922, 18805.71477589251
210, 18829.668326337993, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922, 18805.71477589251
211, 18749.881880525965, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922, 18805.71477589251
212, 19028.303592532146, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
213, 19080.291676871955, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
214, 19023.89050368057, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
215, 19162.606696649178, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
216, 26707.751283353813, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
217, 18955.75907927638, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
218, 38774.564641718534, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
219, 18720.36578015698, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18802.470477825922
220, 18866.50690900225, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915
221, 18894.577419712383, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915
222, 18901.228122523287, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915
223, 18745.279030501802, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362, 18792.25831054915
224, 18880.899615190454, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362
225, 18941.155763988012, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362
226, 19025.921297451652, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362
227, 18958.219237706628, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362
228, 18850.904247516577, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362
229, 18627.78932975003, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353, 18785.615491445362
230, Infinity, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353
231, 18893.472289247453, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353
232, 19754.318113162673, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353
233, 18683.13063433905, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965, 18769.684029492353
234, 19058.464896153095, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965
235, 19344.506262699964, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965
236, 18709.643911043295, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281, 18749.881880525965
237, 18949.014297194175, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
238, 19028.473332093083, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
239, 18925.958044162202, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
240, 18874.12585591044, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
241, 18890.27484737276, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
242, 18818.90282022042, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
243, 39002.0548177559, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
244, 19161.42124043541, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
245, 18900.7645535733, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
246, 18865.616300195357, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
247, 31695.169784742386, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
248, 18896.41385067703, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
249, 19057.976309716087, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
250, 19070.647026112067, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
251, 21480.577995093514, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
252, 18977.189820245265, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
253, 19058.464896153095, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
254, 19058.464896153095, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
255, 18605.9954221849, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802, 18749.66298393281
256, 15904.110958932537, 13944.82094338313, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003, 18745.279030501802
257, 83749.64591836651, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
258, 18866.50690900225, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
259, 2.197894596589657E7, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
260, 19011.615639352105, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
261, 18958.60902306444, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
262, 18847.083960772306, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
263, 19129.985690097237, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
264, 19149.214775150926, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
265, 18947.98091193556, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
266, 17948.81224289143, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
267, 18913.1458293176, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
268, 18871.42622659507, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
269, 19045.20544704959, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
270, 18899.260792222914, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
271, 19059.469424381274, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
272, 18902.871439316288, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
273, 19058.464896153095, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
274, 18661.100685988185, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743, 18745.015870795003
275, 18724.894804243264, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18725.631650586667, 18730.8124281743
276, 18818.501822858958, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
277, 19133.698995107272, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
278, 19008.740241318254, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
279, 19159.2895235482, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
280, 19041.77065939313, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
281, 19092.24525889632, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
282, 18846.089296683145, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17681.097009086527, 17856.841728974374, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18661.100685988185, 18683.13063433905, 18686.79789668599, 18709.643911043295, 18710.970033595855, 18714.08851812367, 18720.36578015698, 18721.59312572073, 18723.224238580427, 18724.894804243264, 18725.631650586667
