0, Infinity, Infinity, 86310.25642827815, Infinity, 87244.0647337767, 85924.87378699318, Infinity, Infinity, 2.237545196951416E269, 441114.53780626267, Infinity, 87244.0647337767, Infinity, Infinity, 6.287780297397244E8, Infinity, Infinity, Infinity, 4.665524109288783E168, 1.618936348145231E81
75, 19058.464896153095, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
76, 19015.04377193911, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
77, 19058.464896153095, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
78, 19058.464896153095, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
79, 19701.349159458336, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
80, 19058.464896153095, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
81, 5000093.388986151, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
82, 19058.464896153095, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
83, 44296.79224340145, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
84, 19058.464896153095, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
85, 18895.94361159249, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
86, 18792.25831054915, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225, 18870.894060090683
87, 19163.212772139545, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225
88, 18721.59312572073, 18686.79789668599, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225, 18866.50690900225
89, 18817.86723753802, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225, 18866.50690900225
90, 19058.464896153095, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
91, 24081.45191663114, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
92, 19058.464896153095, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
93, 18889.680143600046, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
94, 21088.707807341005, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
95, 18902.118731330178, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
96, 18897.714770463936, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
97, 18958.967810914353, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
98, 18847.95365567087, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18849.19929911953, 18849.561128480324, 18851.670366050097, 18866.50690900225
99, 18866.50690900225, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
100, 18990.25626978523, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
101, Infinity, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
102, 19058.464896153095, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
103, 18866.50690900225, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
104, 19219.692996684706, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
105, 18870.992914204395, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
106, 18873.80905210357, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
107, 25777.62869985006, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
108, 19074.48616954855, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
109, 18929.65450360716, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
110, 18866.50690900225, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
111, 18785.615491445362, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324, 18851.670366050097
112, 18714.08851812367, 18686.79789668599, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953, 18849.561128480324
113, 16967.0894770612, 18686.79789668599, 18714.08851812367, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087, 18849.19929911953
114, 19080.571256784257, 16967.0894770612, 18686.79789668599, 18714.08851812367, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087
115, 18723.224238580427, 16967.0894770612, 18686.79789668599, 18714.08851812367, 18721.59312572073, 18725.631650586667, 18730.8124281743, 18769.684029492353, 18785.615491445362, 18792.25831054915, 18810.788828687255, 18810.93388659807, 18811.43567456666, 18817.86723753802, 18820.719701783364, 18830.71176854313, 18834.80241182439, 18841.250509130732, 18844.323025395097, 18847.95365567087
