0, 3.802533249023903E19, 5.91108541120545E9, 5.542289309049484E9, 2.0885938243711395E9, 5.7263398807898125E12, 5.874014258010408E9, Infinity, 8.242174282532944E9, 7.300142066168716E9, 9.217104175700737E9, 5.087589244692725E9, 7.198557235179044E9, 6.236199168073823E9, 5.552069441018108E9, Infinity, 3.7977880021550865E9, 6.371687168457635E9, 7.133826968694538E9, 3.802334279048592E13, 6.89252279369317E9, 6.230068229606966E9, 6.765464491019895E9, 6.9940083651331005E9, 6.999098440265025E9, 7.857592699509572E9, Infinity, 5.567111804089444E9, 7.541493488450855E9, Infinity, 7.974314157303205E9, Infinity, Infinity, 8.387152092120852E9, 7.410861663430608E9, Infinity, Infinity, 5.121636279114918E9, Infinity, Infinity, 7.57150995526072E9, Infinity, 6.950770481172136E9, 3.23345798816891E9, 4.949718996297864E9, Infinity, 1.9829163479976032E31, Infinity, 9.457732400076834E9, 7.434227167091089E9, Infinity, 7.499542849962355E9, 6.174906682087672E9, Infinity, 7.520903125067764E9, 6.768050181497777E9, Infinity, 7.862298434136341E9, Infinity, Infinity, Infinity, 8.553910201331771E9, 1.0844172171325502E10, 7.137499347227454E9, Infinity, 7.663672460940912E11, 5.433212174007086E52, Infinity, Infinity, 6.777180826381279E9, 7.209615259426768E9, 6.9573080266861315E9, 1.713627810461879E21, Infinity, Infinity, 7.014487267314953E9, Infinity, Infinity, 6.256396361305262E9, 7.776924827979455E9, 5.335984222735322E9, 6.472163974597373E9, 6.689568862300922E9, 6.875297786623748E9, Infinity, 6.679464877825212E9, 6.607777458383296E9, 7.534907270216136E22, 7.644749446736177E9, Infinity, 7.195532216230174E9, 6.011148566004135E9, 5.585964654226972E9, 5.017402023712746E46, Infinity, 7.443841417058956E9, 8.907210326018639E9, 7.176034180941331E9, 7.397762615119256E9, 6.444286740982404E9, 8.31235251051318E9
81, 1.8517050601721978E9, 1.9539292232977846E9, 2.0633969792282443E9, 2.0755609377249758E9, 2.0987434014179106E9, 2.168062190406555E9, 2.1768790356527824E9, 2.248491978155904E9, 2.2533632134935765E9, 2.268854170007442E9, 2.2860689364742703E9, 2.3005598209390783E9, 2.3109558973236184E9, 2.3167678097244587E9, 2.3434267168716707E9, 2.3691361975106483E9, 2.3718252511253257E9, 2.3743650678649473E9, 2.3906706011397023E9, 2.4142414315855017E9, 2.4155144981838565E9, 2.4317725020886245E9, 2.447805956575456E9, 2.457793370519711E9, 2.4591343339769135E9, 2.4671753321561775E9, 2.4708627115164385E9, 2.4866044890584307E9, 2.5023219329192004E9, 2.504477448413088E9, 2.5111799378590517E9, 2.5193161263301616E9, 2.5255232115473843E9, 2.533722107473414E9, 2.5367221961101375E9, 2.543414647422041E9, 2.549068474557048E9, 2.5672406482354646E9, 2.5690394360107837E9, 2.572330916679361E9, 2.5783478784568334E9, 2.5844775359143806E9, 2.58592485960625E9, 2.590229465277716E9, 2.5917602680028114E9, 2.5920778062460036E9, 2.594963353674852E9, 2.6060122424130487E9, 2.637896990141897E9, 2.672978919542561E9, 2.6751476146861815E9, 2.67515400376853E9, 2.688436198652656E9, 2.689571744127695E9, 2.690952457094738E9, 2.691071088311135E9, 2.6912218842395735E9, 2.696816992531418E9, 2.705471704887112E9, 2.7054926971623106E9, 2.706980444189949E9, 2.7131080324668493E9, 2.720217197091086E9, 2.723760959942857E9, 2.725618323768941E9, 2.7332278563710823E9, 2.7549884313702545E9, 2.7577031157279835E9, 2.7651714483560643E9, 2.773700970235487E9, 2.775739122047985E9, 2.7781318904974585E9, 2.784151332205163E9, 2.7852846605881467E9, 2.7993585263016253E9, 2.815308865800738E9, 2.8167067737033763E9, 2.820857650477158E9, 2.8230868543341184E9, 2.8250698424350076E9, 2.8280647909106793E9, 2.830619107780975E9, 2.8318763203278365E9, 2.83440443410595E9, 2.8417987954524865E9, 2.843686912695504E9, 2.852689780747142E9, 2.866551936961045E9, 2.8689543076953955E9, 2.8720335585320473E9, 2.8727353710503454E9, 2.875368563079029E9, 2.875779357138576E9, 2.877103523903461E9, 2.878769253281389E9, 2.879313144137478E9, 2.885226494467544E9, 2.886645993707119E9, 2.9260091124013567E9, 2.927445236673476E9
82, 2.0325287584187355E9, 2.0598562080627425E9, 2.098310229930824E9, 2.1085444399195487E9, 2.2177142949269238E9, 2.2319473044728174E9, 2.248233649684118E9, 2.252550619385856E9, 2.2533395237667813E9, 2.2599190891605325E9, 2.294536411784827E9, 2.295510455308603E9, 2.298561329577587E9, 2.3011758627663302E9, 2.304994817360625E9, 2.330423444413806E9, 2.3313994132705894E9, 2.3326369404632783E9, 2.3344236542553596E9, 2.339657228825347E9, 2.343141326061861E9, 2.375956235261603E9, 2.384808894735704E9, 2.3960637829346724E9, 2.405559953926227E9, 2.41244222809722E9, 2.422907913218973E9, 2.4627089808885527E9, 2.465792504995471E9, 2.472262965715235E9, 2.4790973667203217E9, 2.502473255528024E9, 2.5097395462615833E9, 2.5102225394812613E9, 2.5112523193575907E9, 2.534817033213981E9, 2.538292692166977E9, 2.5468390930050416E9, 2.562996510943442E9, 2.5640430069829044E9, 2.5649034150659237E9, 2.566806197278145E9, 2.5817119055580335E9, 2.618205750723928E9, 2.6200471097439694E9, 2.629472104923199E9, 2.661532246088635E9, 2.6781280498721027E9, 2.678667082453246E9, 2.6850072656778827E9, 2.693399093631332E9, 2.694586259747445E9, 2.6984460483595986E9, 2.699124962887594E9, 2.7100361594707828E9, 2.724308298774232E9, 2.725078838105886E9, 2.72613941006376E9, 2.727764613810948E9, 2.728313315218393E9, 2.7290443215608954E9, 2.7369164138730035E9, 2.742753640642572E9, 2.746545676231035E9, 2.7540053071708274E9, 2.755711901843617E9, 2.759145400175867E9, 2.7618556977656465E9, 2.7778928639906383E9, 2.7831178126073236E9, 2.790403839456371E9, 2.797854160541277E9, 2.8042343655287647E9, 2.814717643038195E9, 2.81866409269419E9, 2.8188812832510896E9, 2.8204454221862664E9, 2.8228960407239695E9, 2.8288669010046396E9, 2.8328871364823656E9, 2.8342236918839893E9, 2.8573524899179196E9, 2.8602720849441924E9, 2.8709199214024167E9, 2.877343291454826E9, 2.8799311176278763E9, 2.884646207595375E9, 2.8875907500779343E9, 2.898560205565004E9, 2.9169984934987173E9, 2.9228102649969783E9, 2.9237289464815416E9, 2.9505126431380906E9, 2.9544943753010087E9, 2.9547781118303833E9, 2.9563620893208823E9, 2.957330079508401E9, 2.9617132877176547E9, 2.963185534604576E9, 2.966062944177644E9
83, 1.7838884899883792E9, 1.8630629338237941E9, 2.0014176829568982E9, 2.1152285122188308E9, 2.152242877126048E9, 2.2268937319610333E9, 2.2355072617591405E9, 2.2484764391635957E9, 2.2612089214021134E9, 2.2623539882473993E9, 2.2634664083604584E9, 2.274546277962368E9, 2.286000727420216E9, 2.288236044189338E9, 2.2950556595940814E9, 2.3117218539614573E9, 2.313371432706725E9, 2.3156999474947176E9, 2.3210313724829407E9, 2.37726599997054E9, 2.3936213099048085E9, 2.4080276177737403E9, 2.417532277029923E9, 2.4220392276980176E9, 2.4332951865407147E9, 2.4359873305066953E9, 2.4393252012070827E9, 2.450861029897585E9, 2.4627580673220615E9, 2.464631679453233E9, 2.484370247970275E9, 2.4852767734331746E9, 2.4887075601554184E9, 2.497059744275244E9, 2.511076479615821E9, 2.5116658599656444E9, 2.515540359621575E9, 2.531866426770116E9, 2.5352729314932737E9, 2.5359634745415382E9, 2.5554989765539875E9, 2.558425363594466E9, 2.5586613198087063E9, 2.5594217417811394E9, 2.559839566215977E9, 2.569225374877596E9, 2.5697115538912425E9, 2.576696959555984E9, 2.5774419294235725E9, 2.586200238616753E9, 2.588296052737155E9, 2.588455311660829E9, 2.5891191703486366E9, 2.5895865824035234E9, 2.594059720848243E9, 2.595992909998716E9, 2.6006346419934306E9, 2.602679441210946E9, 2.6116602287876077E9, 2.611909076327504E9, 2.623244569713097E9, 2.6252333483900375E9, 2.63527929428055E9, 2.6414176456222863E9, 2.6454595839356637E9, 2.6467313747798986E9, 2.654367482156432E9, 2.664199262681679E9, 2.666231627643648E9, 2.678258586184735E9, 2.6865582520042105E9, 2.6882917748707414E9, 2.7299848223409925E9, 2.7383850022663136E9, 2.7410301735739117E9, 2.7419662301409E9, 2.787104253697082E9, 2.7928534155539527E9, 2.8027330358314085E9, 2.8216000828629665E9, 2.8261449737477436E9, 2.835262687456737E9, 2.8392625003760333E9, 2.8712151608534365E9, 2.8747450510190372E9, 2.8765825349870577E9, 2.878700148284586E9, 2.8833013064227576E9, 2.8833248429545736E9, 2.8846681689962225E9, 2.8885732922792068E9, 2.889790410635527E9, 2.8981336483719597E9, 2.9015147614793906E9, 2.902170402769784E9, 2.914565855648337E9, 2.920157578089295E9, 2.937615838896691E9, 2.9424689498193836E9, 2.946156130110673E9
84, 2.1582126495933313E9, 2.201327829323444E9, 2.2425558174104033E9, 2.2447648427647214E9, 2.2499837197438607E9, 2.2604259437580576E9, 2.2643109548625116E9, 2.272104080332765E9, 2.2806535287616906E9, 2.285885227958735E9, 2.300505321700252E9, 2.3075971913521805E9, 2.325930553330888E9, 2.3389487149280987E9, 2.3395454246954184E9, 2.3404275779760604E9, 2.341953139178679E9, 2.371937064329722E9, 2.381558849112985E9, 2.382323036268933E9, 2.3836457636080265E9, 2.385538370367994E9, 2.389373845072927E9, 2.407904211571723E9, 2.412653077191048E9, 2.413086016515326E9, 2.428464012978368E9, 2.4286428389238563E9, 2.440928954821982E9, 2.451164992759858E9, 2.4592288020836115E9, 2.465981297965377E9, 2.4697260612307367E9, 2.472013572554702E9, 2.4807086766596117E9, 2.4810646237875457E9, 2.4941665242917767E9, 2.4973282717437725E9, 2.502865748273544E9, 2.5097806062667933E9, 2.511024419422133E9, 2.51682491503123E9, 2.523769558017839E9, 2.5494258533185925E9, 2.5520317456741123E9, 2.5565955251108785E9, 2.5679429199571776E9, 2.574024166091074E9, 2.585415613484961E9, 2.5870468399307933E9, 2.592004011541417E9, 2.5945973820316753E9, 2.598822620175776E9, 2.6089151541096196E9, 2.6137470494054356E9, 2.615553178915573E9, 2.623655749907318E9, 2.628366658404871E9, 2.6351856279563813E9, 2.6453324004446344E9, 2.676656091550388E9, 2.6809584622826457E9, 2.683202135622215E9, 2.6911598649945784E9, 2.6916387209300456E9, 2.714678829982514E9, 2.7189924433150945E9, 2.720674927744652E9, 2.7221067879559455E9, 2.724213874691131E9, 2.7277184830461807E9, 2.7344611628501987E9, 2.738349781740203E9, 2.750101997192017E9, 2.754719130355824E9, 2.7618845545435266E9, 2.767451120066709E9, 2.780712855257189E9, 2.7871029315696964E9, 2.823418832360567E9, 2.8290988551332593E9, 2.8318923268600364E9, 2.8325894447536345E9, 2.8605456044889007E9, 2.878242179766572E9, 2.886431693029575E9, 2.8948913230585227E9, 2.901948522533184E9, 2.9020611445447206E9, 2.9203543727731867E9, 2.931618561505978E9, 2.936964652666446E9, 2.951688666913255E9, 2.9685196855932064E9, 2.9696686605088205E9, 2.980817324657869E9, 2.990257232560063E9, 3.000818676703135E9, 3.0023454193905425E9, 3.0131491487703657E9
85, 1.7715939514030282E9, 2.010779020278163E9, 2.1382544530478601E9, 2.2257147029426584E9, 2.2547108145915213E9, 2.2728427709101005E9, 2.2771144134941263E9, 2.28035836808839E9, 2.2848401284944935E9, 2.286967709044348E9, 2.296846031041961E9, 2.2973167101613083E9, 2.3241370192189693E9, 2.3393696149839306E9, 2.3528697505363455E9, 2.3824042907264094E9, 2.3826516478577724E9, 2.3911397033235164E9, 2.4007328773860307E9, 2.407281663235193E9, 2.418158127606455E9, 2.4289198093208756E9, 2.445667599359051E9, 2.446295120838549E9, 2.4471576415405655E9, 2.460796453127275E9, 2.464804119396023E9, 2.475528443751047E9, 2.475799652794535E9, 2.4760475664581237E9, 2.491559718378166E9, 2.4997540782180567E9, 2.503626570329117E9, 2.5149464143984475E9, 2.5223723321988907E9, 2.532676562750527E9, 2.5501649159385347E9, 2.5645763697477336E9, 2.5764351073917723E9, 2.5818352723070736E9, 2.582271959707424E9, 2.585581675342281E9, 2.590207192571686E9, 2.5920867918916316E9, 2.596800449757551E9, 2.6047242522238574E9, 2.6085056578958964E9, 2.612378031505952E9, 2.6209436777083735E9, 2.62522366431064E9, 2.6268845634426494E9, 2.6292906011396112E9, 2.630666547729461E9, 2.642420613913764E9, 2.651518692918314E9, 2.6526785576254287E9, 2.6571226077628284E9, 2.6637626511551604E9, 2.665314956602576E9, 2.67545107205694E9, 2.683271527059827E9, 2.6921182181568727E9, 2.6950387694180593E9, 2.6958048587732816E9, 2.7067402756504726E9, 2.721827025007504E9, 2.729234882950403E9, 2.742565112678648E9, 2.744476005541848E9, 2.7522656972993264E9, 2.7634418199765587E9, 2.7722785869090424E9, 2.7743947731033683E9, 2.78158807812299E9, 2.790366780384852E9, 2.791569733031459E9, 2.7932906201632657E9, 2.8012728167922735E9, 2.8030797402702403E9, 2.8042901893302217E9, 2.8051600399328475E9, 2.811057433890652E9, 2.818875734574523E9, 2.8207338726690245E9, 2.8407269655052843E9, 2.8468681085674796E9, 2.8557371915122294E9, 2.8639585515586257E9, 2.864419111251051E9, 2.888267018891571E9, 2.9054896463378124E9, 2.906386054006232E9, 2.908876473172964E9, 2.914814789299101E9, 2.917471060684313E9, 2.922998770455629E9, 2.923697202080965E9, 2.9277163208152294E9, 2.9448404719253397E9, 2.948010265982207E9
86, 1.6895366582646344E9, 1.9357409455445607E9, 2.0040986129719555E9, 2.0478740270031853E9, 2.1650911547902784E9, 2.2408885843461223E9, 2.248543160707557E9, 2.2619989116619244E9, 2.2741793880741854E9, 2.2748742176968517E9, 2.3075985379298935E9, 2.3174307354569144E9, 2.3360734785817075E9, 2.3587497967059355E9, 2.3591088954067903E9, 2.4067327219715343E9, 2.4184579438968415E9, 2.42409431161845E9, 2.4258063699304843E9, 2.4332161243007836E9, 2.467679105170303E9, 2.487057611761346E9, 2.5048951603990674E9, 2.509043012227972E9, 2.5308715147361827E9, 2.531760534434059E9, 2.5386921747462263E9, 2.548304685145013E9, 2.550126509714627E9, 2.551004187368908E9, 2.5593195592978806E9, 2.569663430629013E9, 2.574799253999986E9, 2.585732722864282E9, 2.6015425479778466E9, 2.6023477041238956E9, 2.6177988952410555E9, 2.624697262290222E9, 2.6324829717310395E9, 2.6356827790473046E9, 2.6408075053550735E9, 2.645050734296578E9, 2.665432414466751E9, 2.670847719510882E9, 2.673293796288712E9, 2.674491368869709E9, 2.6750269575409217E9, 2.6802788801783924E9, 2.6814941129837313E9, 2.684775488289581E9, 2.685051074347431E9, 2.691302140631885E9, 2.7159097583064456E9, 2.7235517945286713E9, 2.7248497010074162E9, 2.72492242552497E9, 2.7254408236038814E9, 2.726525563874693E9, 2.727267725431324E9, 2.729110687683278E9, 2.7371400780922475E9, 2.741991012316867E9, 2.752283792248409E9, 2.7602760201603513E9, 2.7645210061698194E9, 2.775805882608578E9, 2.7764192323887644E9, 2.7789708435500464E9, 2.781009810178088E9, 2.78282130388671E9, 2.783081590505543E9, 2.78457636298775E9, 2.7848655599904118E9, 2.79022062073783E9, 2.80612091767521E9, 2.810378872488663E9, 2.8108205168900356E9, 2.8169552224958954E9, 2.8179343226405816E9, 2.819852708570834E9, 2.821818813147702E9, 2.8283140451658516E9, 2.8331597562564855E9, 2.8388145789427295E9, 2.8452262921614614E9, 2.845409224070753E9, 2.849405520863995E9, 2.8511726324400263E9, 2.8798016470600743E9, 2.886159623422245E9, 2.8884695105594096E9, 2.8921159626427474E9, 2.895028191961535E9, 2.9143927449155617E9, 2.9223040721917768E9, 2.948895185459474E9, 2.952440019206231E9, 2.962191800674928E9, 2.9644880836808305E9, 2.9859783944039927E9
87, 1.698781696874425E9, 2.046286603620267E9, 2.1652537688075037E9, 2.1777132030507064E9, 2.179146797569619E9, 2.19802947361345E9, 2.225346079868995E9, 2.2298418236462398E9, 2.2301613765619016E9, 2.2342055757794585E9, 2.2501687951555886E9, 2.2594819263827224E9, 2.274907434750261E9, 2.288528546963892E9, 2.2976943686708374E9, 2.3056404870878363E9, 2.3073844097061043E9, 2.325942084212944E9, 2.3616092282084103E9, 2.3832585742261224E9, 2.401726496314606E9, 2.4031984934678917E9, 2.4145549261314263E9, 2.416991085365458E9, 2.4221205461431365E9, 2.4388804641204324E9, 2.44704168075013E9, 2.450471507840518E9, 2.464646625975084E9, 2.4696581816673894E9, 2.4699287689544168E9, 2.4761407088290296E9, 2.476669049462824E9, 2.4977765027021856E9, 2.5012139431857486E9, 2.504892868020168E9, 2.508765426242923E9, 2.5174039642168665E9, 2.535973150223972E9, 2.5363741222396355E9, 2.5370871976810026E9, 2.5578474500531745E9, 2.5613611213260293E9, 2.5674359899334345E9, 2.5722172929070387E9, 2.5737620575784693E9, 2.5803761142663255E9, 2.589222804923756E9, 2.590245867620618E9, 2.602792273464726E9, 2.606568296457807E9, 2.613693193730246E9, 2.6244298347779922E9, 2.6323775809594064E9, 2.634033785763618E9, 2.6374950989221945E9, 2.646271369858132E9, 2.649554140324998E9, 2.651674354142001E9, 2.6543746926883736E9, 2.657754868524119E9, 2.667893161075528E9, 2.6718185134740124E9, 2.6770860465697045E9, 2.6799326049105797E9, 2.693422584088697E9, 2.698485835214448E9, 2.699847106555382E9, 2.712493539936032E9, 2.714614884075581E9, 2.7150123941081047E9, 2.7176421211029058E9, 2.7221338762671127E9, 2.7352470949930844E9, 2.736813188944522E9, 2.742910503713591E9, 2.7429635308097053E9, 2.7439420651512494E9, 2.7442203330548973E9, 2.7499820842767763E9, 2.7520561116973624E9, 2.7537069857267046E9, 2.7568043931149807E9, 2.770556076577019E9, 2.770895054973E9, 2.776245565337421E9, 2.778345370467497E9, 2.788155171641801E9, 2.794940750283436E9, 2.797026125295136E9, 2.802847519663026E9, 2.8037388118153276E9, 2.809992226938646E9, 2.8177174406121182E9, 2.8187696360020785E9, 2.8296648812429714E9, 2.832946275612795E9, 2.8466616981714835E9, 2.850178566532478E9, 2.8574481278919864E9
88, 1.865940119196067E9, 1.9700315535017207E9, 2.0815759254136343E9, 2.1109015906972022E9, 2.127407422427401E9, 2.1653094533886423E9, 2.171526914325729E9, 2.177632536001934E9, 2.1933843081630173E9, 2.2029188491539097E9, 2.2077103926108527E9, 2.2087715285050316E9, 2.21781592087781E9, 2.221636964387949E9, 2.2384278433188367E9, 2.25532249648613E9, 2.2595950193196883E9, 2.268917272587665E9, 2.2715328403121133E9, 2.2801243402905087E9, 2.2818099047991467E9, 2.318825596200851E9, 2.348224057572887E9, 2.3539964199411964E9, 2.3684115273643017E9, 2.3720410646048756E9, 2.392753943112236E9, 2.40297369477581E9, 2.405116851915461E9, 2.4205152532739334E9, 2.441380898953283E9, 2.455034803695571E9, 2.4641817995630193E9, 2.476729014356258E9, 2.499744926745342E9, 2.501357680229088E9, 2.506972199940651E9, 2.5145489161300926E9, 2.528291698481647E9, 2.537987105717954E9, 2.5395618315471454E9, 2.551425467647178E9, 2.5696162203787518E9, 2.57124024513202E9, 2.5904881591994567E9, 2.592053275603795E9, 2.5998522580101995E9, 2.602582915629081E9, 2.6071366980880685E9, 2.610778742922064E9, 2.6152226213429728E9, 2.62009476134414E9, 2.6233867312428317E9, 2.6237596158253884E9, 2.6240188495158777E9, 2.630859484715203E9, 2.6339754603598957E9, 2.634185086452198E9, 2.639577526771265E9, 2.645772496462529E9, 2.6471376163506155E9, 2.6528446619085503E9, 2.6595671448638215E9, 2.6625765042310963E9, 2.6709769909385486E9, 2.671211383723605E9, 2.6793003470855813E9, 2.6805393459503646E9, 2.6972955964904017E9, 2.7151498554638224E9, 2.7185754081716948E9, 2.731646487615681E9, 2.732498939782735E9, 2.737532185469821E9, 2.737994804178728E9, 2.740912428793192E9, 2.7545382660574555E9, 2.77044588375733E9, 2.7809935119170103E9, 2.785710903921832E9, 2.7882315844217916E9, 2.79796585047969E9, 2.7993094135462074E9, 2.8015371948173957E9, 2.8103535271323423E9, 2.811204457823317E9, 2.8365314333507557E9, 2.840740723758915E9, 2.8421899224978476E9, 2.8427097208131456E9, 2.843887089062365E9, 2.8492086672867827E9, 2.8529755351122E9, 2.8542777062839165E9, 2.855169904120521E9, 2.8646671298940415E9, 2.8928068265717983E9, 2.897153581937946E9, 2.916507658299165E9, 2.923213525159876E9
89, 1.8852392667555015E9, 1.9974980870831895E9, 2.11104711835218E9, 2.1159192518925185E9, 2.1183713620971527E9, 2.2060510176560826E9, 2.228910891655382E9, 2.2325810162254214E9, 2.2409006587614975E9, 2.2511773088282175E9, 2.2584302586128554E9, 2.2600229574666934E9, 2.281819432128615E9, 2.2973381700699563E9, 2.3101711785689907E9, 2.337696500809467E9, 2.3412879995607705E9, 2.3451632815666313E9, 2.3454059268288617E9, 2.345991433281057E9, 2.358672158080267E9, 2.393496255431582E9, 2.399211435553201E9, 2.415467165896658E9, 2.4563474642424235E9, 2.4578723940846415E9, 2.460059477837007E9, 2.460377202919063E9, 2.468564615906307E9, 2.473464207340693E9, 2.4786019489587727E9, 2.4802328508046126E9, 2.48558172405621E9, 2.4911129555917788E9, 2.496978990866347E9, 2.5178156397031574E9, 2.52775573050723E9, 2.530574844921239E9, 2.532253030438483E9, 2.542144638674288E9, 2.559491799521996E9, 2.5661772821754107E9, 2.592413802967956E9, 2.619297187773017E9, 2.620925693739246E9, 2.6255746276815195E9, 2.627731921936412E9, 2.638811060622674E9, 2.642710660867676E9, 2.6504426676181617E9, 2.6560168111567364E9, 2.665199255960856E9, 2.6787628925934362E9, 2.678800322194721E9, 2.67945416016946E9, 2.679476291983368E9, 2.690223878623328E9, 2.7065737843237734E9, 2.719178414036576E9, 2.7343269043508105E9, 2.7351245752454824E9, 2.73726757706817E9, 2.741365961951796E9, 2.7416355706153193E9, 2.7446376562129154E9, 2.748578833174173E9, 2.7519808528793235E9, 2.7563402955600657E9, 2.7677837805797877E9, 2.775290255841946E9, 2.779775115380726E9, 2.7813293225936155E9, 2.784199081249787E9, 2.7873771793612914E9, 2.7901099785281773E9, 2.798168100364949E9, 2.7985912970947766E9, 2.8101165546098905E9, 2.812880456643959E9, 2.81597191755422E9, 2.8195288116748853E9, 2.820807222185936E9, 2.833752851855823E9, 2.8458922487258205E9, 2.8459192406954165E9, 2.8596562822870383E9, 2.8692605349027123E9, 2.873723889617391E9, 2.887149949352999E9, 2.8936203699901257E9, 2.8938537953969274E9, 2.906361861017658E9, 2.911454046801308E9, 2.9136596093266788E9, 2.9155577830353293E9, 2.9206126743991E9, 2.9253006893871293E9, 2.935184989064338E9, 2.949633666273797E9, 2.9605480451813526E9
90, 1.8318558582236872E9, 1.9781860767325413E9, 2.0811536155920835E9, 2.0914028928079574E9, 2.101337081151336E9, 2.2157233033972898E9, 2.2459296661612835E9, 2.255645468414144E9, 2.255659837787534E9, 2.265362305917854E9, 2.2702465672203803E9, 2.306676527595134E9, 2.3136358081751065E9, 2.3245568857768354E9, 2.342320216835483E9, 2.3436088698432765E9, 2.353766143049586E9, 2.3577060976361494E9, 2.3627673218688364E9, 2.3662402809143715E9, 2.425600135973823E9, 2.430981946219317E9, 2.4379501079866695E9, 2.439727580602977E9, 2.4442173643071356E9, 2.4589609707784038E9, 2.4815353580119276E9, 2.4820601347916923E9, 2.4888638974118752E9, 2.494820121058045E9, 2.501799125077047E9, 2.5065108627055635E9, 2.508790267940535E9, 2.5131713178406053E9, 2.517374639155787E9, 2.5201548691469116E9, 2.5227696832838473E9, 2.5247836809729857E9, 2.526665738978823E9, 2.5287856384073133E9, 2.5301810693263826E9, 2.5524200353501368E9, 2.56173901713617E9, 2.576968104926508E9, 2.580443858897858E9, 2.5867635242353787E9, 2.5876276750508385E9, 2.5913763760941024E9, 2.595535380038821E9, 2.6196953825144954E9, 2.6254228288250365E9, 2.62941096315166E9, 2.6300533320962777E9, 2.6338846310719385E9, 2.636157602327172E9, 2.6430725807039914E9, 2.6486143103125515E9, 2.649943062575882E9, 2.650893603977379E9, 2.6577972011962004E9, 2.6578792861817465E9, 2.661046026998193E9, 2.671161559508007E9, 2.6739937970189223E9, 2.67524184873312E9, 2.677351236335734E9, 2.6919555522874527E9, 2.6967504862917686E9, 2.6984638537986364E9, 2.7042124260901785E9, 2.70880671463508E9, 2.709175970323372E9, 2.710100815392033E9, 2.710758235540412E9, 2.718181177215702E9, 2.727430724740607E9, 2.7283091477414236E9, 2.7352333206035795E9, 2.7391095957457094E9, 2.7548526955734406E9, 2.7590480325141916E9, 2.7682278493775644E9, 2.768816207504083E9, 2.7827346381838746E9, 2.7829041727140107E9, 2.7921856378685923E9, 2.793108047316818E9, 2.793792029702993E9, 2.794798495795005E9, 2.803293671590189E9, 2.8083572257626686E9, 2.8159538597616186E9, 2.8175464714603744E9, 2.818426080893772E9, 2.820709444487723E9, 2.822617185964117E9, 2.82315453784608E9, 2.8247400789738445E9, 2.8316649362862926E9, 2.8362722698071876E9
