0, 3.802533249023903E19, 5.91108541120545E9, 5.542289309049484E9, 2.0885938243711395E9, 5.7263398807898125E12, 5.874014258010408E9, Infinity, 8.242174282532944E9, 7.300142066168716E9, 9.217104175700737E9, 5.087589244692725E9, 7.198557235179044E9, 6.236199168073823E9, 5.552069441018108E9, Infinity, 3.7977880021550865E9, 6.371687168457635E9, 7.133826968694538E9, 3.802334279048592E13, 6.89252279369317E9, 6.230068229606966E9, 6.765464491019895E9, 6.9940083651331005E9, 6.999098440265025E9, 7.857592699509572E9, Infinity, 5.567111804089444E9, 7.541493488450855E9, Infinity, 7.974314157303205E9, Infinity, Infinity, 8.387152092120852E9, 7.410861663430608E9, Infinity, Infinity, 5.121636279114918E9, Infinity, Infinity, 7.57150995526072E9, Infinity, 6.950770481172136E9, 3.23345798816891E9, 4.949718996297864E9, Infinity, 1.9829163479976032E31, Infinity, 9.457732400076834E9, 7.434227167091089E9, Infinity, 7.499542849962355E9, 6.174906682087672E9, Infinity, 7.520903125067764E9, 6.768050181497777E9, Infinity, 7.862298434136341E9, Infinity, Infinity, Infinity, 8.553910201331771E9, 1.0844172171325502E10, 7.137499347227454E9, Infinity, 7.663672460940912E11, 5.433212174007086E52, Infinity, Infinity, 6.777180826381279E9, 7.209615259426768E9, 6.9573080266861315E9, 1.713627810461879E21, Infinity, Infinity, 7.014487267314953E9, Infinity, Infinity, 6.256396361305262E9, 7.776924827979455E9, 5.335984222735322E9, 6.472163974597373E9, 6.689568862300922E9, 6.875297786623748E9, Infinity, 6.679464877825212E9, 6.607777458383296E9, 7.534907270216136E22, 7.644749446736177E9, Infinity, 7.195532216230174E9, 6.011148566004135E9, 5.585964654226972E9, 5.017402023712746E46, Infinity, 7.443841417058956E9, 8.907210326018639E9, 7.176034180941331E9, 7.397762615119256E9, 6.444286740982404E9, 8.31235251051318E9
194, 1.7608991018506782E9, 2.016933188657308E9, 2.0283285396724088E9, 2.0968821780783763E9, 2.1275633021152134E9, 2.1432217810825453E9, 2.199328902263617E9, 2.2274604727946253E9, 2.2704421464427385E9, 2.2766239385786543E9, 2.284636287744477E9, 2.3086734284750495E9, 2.3120431057439313E9, 2.317677800373392E9, 2.331550620422654E9, 2.3357890290543704E9, 2.349821974272094E9, 2.3912609004562616E9, 2.4010594675081954E9, 2.4020959049063654E9, 2.414972088553227E9, 2.433445606647239E9, 2.4475103557250743E9, 2.4480577271350136E9, 2.4529051263279586E9, 2.455330083093257E9, 2.4575730777404323E9, 2.4645725041244717E9, 2.472292966547211E9, 2.4771173932354174E9, 2.478567407317557E9, 2.478821207601527E9, 2.479177716420434E9, 2.4853697636510205E9, 2.507975762781359E9, 2.5252462098651357E9, 2.531076653319797E9, 2.5317349694215636E9, 2.5323880018096275E9, 2.5345000478297396E9, 2.536300091884318E9, 2.545459063126182E9, 2.5543943258657594E9, 2.555189443711892E9, 2.5569605478317814E9, 2.557202535797701E9, 2.557364191070971E9, 2.56236848384527E9, 2.565693780674052E9, 2.58244967672406E9, 2.587424771644492E9, 2.5896878729933715E9, 2.603461702156915E9, 2.6430024578187447E9, 2.644329517369676E9, 2.6455841170698752E9, 2.6496010266287436E9, 2.655187053311567E9, 2.6554790296233835E9, 2.6557923511563153E9, 2.66402305617733E9, 2.6690521561510363E9, 2.6938722007178354E9, 2.705328086051808E9, 2.7069788393072853E9, 2.7126622176663084E9, 2.7296723151748695E9, 2.7372713853871512E9, 2.7401232932920346E9, 2.745352429688393E9, 2.7476939483706164E9, 2.749729671260017E9, 2.753836813393809E9, 2.758028504415963E9, 2.7633333158517623E9, 2.780349865702046E9, 2.786016762600591E9, 2.7892701323617086E9, 2.7930695637808776E9, 2.7998279837683E9, 2.8125106110725617E9, 2.8129581019466558E9, 2.8169187856990848E9, 2.816944263620271E9, 2.8214074426095376E9, 2.823270400149768E9, 2.828899806226683E9, 2.830607354051954E9, 2.8502779732402253E9, 2.8572975440456343E9, 2.8677555683337126E9, 2.879397323001932E9, 2.8797579857697215E9, 2.884297388051784E9, 2.8970719951973515E9, 2.9092564218984866E9, 2.911919260558507E9, 2.912214681787813E9, 2.9297189035308123E9, 2.9313656403952293E9
195, 1.954906425655364E9, 1.981986619735197E9, 1.9989191870825884E9, 2.0073365919895062E9, 2.1053577992082057E9, 2.1081507148772624E9, 2.1563834238589163E9, 2.191279523672765E9, 2.22797344392403E9, 2.2301007848447905E9, 2.2411144759531035E9, 2.2428033787079873E9, 2.2440933615854635E9, 2.2551215968371964E9, 2.2613907550567036E9, 2.26296907409234E9, 2.2698322424767904E9, 2.274377771453012E9, 2.2756547207903113E9, 2.2811110531318398E9, 2.290144765163082E9, 2.298393125814642E9, 2.2990987469122887E9, 2.3070688473137827E9, 2.3357723191106696E9, 2.3394005480020366E9, 2.348738261054598E9, 2.3493206326591597E9, 2.3528589642505493E9, 2.355205988050864E9, 2.3707154210059924E9, 2.376172676222167E9, 2.382335198417558E9, 2.396705421823791E9, 2.410140415098493E9, 2.4199307370527277E9, 2.421541023957962E9, 2.427988294152342E9, 2.432835858136147E9, 2.4419444499071455E9, 2.442256354504194E9, 2.449585060738487E9, 2.4499665075805955E9, 2.453310145343303E9, 2.4603480507673283E9, 2.460917802230611E9, 2.473141892241396E9, 2.4765778868971453E9, 2.4789746360307503E9, 2.4814317993432703E9, 2.4866633439637775E9, 2.4871308804372253E9, 2.491926344577221E9, 2.49960980174107E9, 2.5221319766037564E9, 2.5243751565129848E9, 2.5273759687352476E9, 2.579743089421509E9, 2.5810572931219635E9, 2.5819960297589784E9, 2.5827020591785398E9, 2.5830600547073684E9, 2.5870020918056264E9, 2.589913942643953E9, 2.598277298543379E9, 2.598814802969477E9, 2.598989922524978E9, 2.6098749295041337E9, 2.6130703583979554E9, 2.613977481381307E9, 2.6154659845942297E9, 2.6305800529766273E9, 2.6321694355070677E9, 2.6382940188887677E9, 2.643068898164712E9, 2.6445822373423524E9, 2.650081629739073E9, 2.6501675846398916E9, 2.651625629960573E9, 2.6521301841400867E9, 2.6630106745633287E9, 2.6640708539482894E9, 2.666706366766038E9, 2.6711683164423323E9, 2.672179009614945E9, 2.679272368750539E9, 2.686264946478462E9, 2.687758581907544E9, 2.6885164749071584E9, 2.69139894979581E9, 2.692998098212828E9, 2.695773998078524E9, 2.700397408356474E9, 2.7019708638742275E9, 2.7025503784306707E9, 2.702671862809608E9, 2.7080426732815075E9, 2.7158527527772655E9, 2.7222352753069234E9, 2.7258918231970544E9
196, 1.7535402944593215E9, 2.119931936124495E9, 2.122594136259121E9, 2.1429138477430766E9, 2.160344623971022E9, 2.1829185495194483E9, 2.194038194964954E9, 2.1954102022451253E9, 2.202328523656193E9, 2.2154132365248094E9, 2.2177519865605254E9, 2.21882955980626E9, 2.242569863050078E9, 2.2480182208585844E9, 2.2604258331420164E9, 2.2717124534300485E9, 2.3036605184845085E9, 2.3042724834719315E9, 2.34117086398455E9, 2.343621645460608E9, 2.3463404507334533E9, 2.3563617485211625E9, 2.3873702069838405E9, 2.406687708590773E9, 2.420268765525457E9, 2.423249963961588E9, 2.444001864353151E9, 2.446429270175092E9, 2.4500203399366665E9, 2.4642664022460265E9, 2.468625560854437E9, 2.4755763893285866E9, 2.48556169987399E9, 2.489693091524228E9, 2.4928051227301865E9, 2.4966692391435986E9, 2.5133784203485327E9, 2.5195637263135138E9, 2.520457187052383E9, 2.525066859639741E9, 2.5346091028139787E9, 2.5352825556174374E9, 2.5382155750843053E9, 2.5403548072635984E9, 2.5428622256330876E9, 2.5429361725386724E9, 2.543920010524243E9, 2.545093129314549E9, 2.5458061517533154E9, 2.546910267528459E9, 2.5613652394672217E9, 2.564727568526001E9, 2.5670434493087583E9, 2.567204484728965E9, 2.567668542415134E9, 2.5699203266765933E9, 2.5740796402983713E9, 2.576916416695604E9, 2.5816871886592693E9, 2.5972971746451025E9, 2.5976294711076846E9, 2.6091160647175374E9, 2.6112222372626414E9, 2.618060441069438E9, 2.619310138610217E9, 2.630803204916489E9, 2.641955690323019E9, 2.6450374764073253E9, 2.65425976300063E9, 2.656461315631408E9, 2.657906585914133E9, 2.6625548185263896E9, 2.669079568504642E9, 2.6722313686567984E9, 2.680371881627142E9, 2.6866233124997973E9, 2.694429712739045E9, 2.6990710098233266E9, 2.708689377188293E9, 2.7166853235273886E9, 2.7289639925409245E9, 2.7415247863734746E9, 2.744588541118009E9, 2.749908105042638E9, 2.752856612710049E9, 2.761508148937692E9, 2.765162171380205E9, 2.769578915736026E9, 2.7801293351023602E9, 2.786139615984792E9, 2.788922555042449E9, 2.798116455580663E9, 2.808093042188344E9, 2.812966891269588E9, 2.8150822942653365E9, 2.8282690616623497E9, 2.835196736718119E9, 2.8451060951002803E9, 2.862884737796228E9, 2.863393640600524E9
197, 1.9639697835590715E9, 2.0101399211551178E9, 2.0120393052284036E9, 2.1193328991174798E9, 2.153909668241282E9, 2.209310965861949E9, 2.2476258880317183E9, 2.251044512115133E9, 2.291817714510598E9, 2.298592197076579E9, 2.3076874221514044E9, 2.3144654551575994E9, 2.3363058815201325E9, 2.3447768874176564E9, 2.3588744763640313E9, 2.3606297948577538E9, 2.3731566367885504E9, 2.374268082311833E9, 2.3748708786361175E9, 2.37853041149257E9, 2.379940295038831E9, 2.3912481275442214E9, 2.397666662649153E9, 2.4026771384264913E9, 2.4049960196765633E9, 2.4105293360593805E9, 2.41308010859998E9, 2.415246705563063E9, 2.418476660510511E9, 2.435095388413951E9, 2.441343041316096E9, 2.4570816264622717E9, 2.4571027568520317E9, 2.4571983230474377E9, 2.4833422827565536E9, 2.4840277135424967E9, 2.488811415412807E9, 2.489150243051297E9, 2.5013251822567763E9, 2.503403252611395E9, 2.504573183602596E9, 2.5048360385427675E9, 2.5066747390261683E9, 2.5069518188208847E9, 2.5084012826354837E9, 2.5116559872341967E9, 2.5200179526357903E9, 2.5291367243632755E9, 2.530673432287098E9, 2.5392925688759346E9, 2.5524803987781544E9, 2.5555450861824284E9, 2.5627967983236294E9, 2.568932986627158E9, 2.580528074780696E9, 2.581183983983249E9, 2.587121742424703E9, 2.5919216267560124E9, 2.601141582292285E9, 2.6105810639951425E9, 2.6270462211989346E9, 2.6283018443488946E9, 2.629553482607103E9, 2.6368890142547665E9, 2.6425567105930567E9, 2.6478319053665113E9, 2.656628399082101E9, 2.659981089667915E9, 2.663575180036423E9, 2.6672157308829513E9, 2.6682631323199544E9, 2.6706005507215233E9, 2.673543759206724E9, 2.6782654606599765E9, 2.6815390180739117E9, 2.710360383216475E9, 2.7174573097272377E9, 2.7180634721619306E9, 2.726803983315659E9, 2.728552028760192E9, 2.72899093935978E9, 2.731362103833305E9, 2.7335733358015823E9, 2.7373307333212633E9, 2.743298996154509E9, 2.743562320899809E9, 2.75199427279206E9, 2.762892473417417E9, 2.769079390821951E9, 2.773464466252588E9, 2.7760475222349296E9, 2.7811115221688747E9, 2.7823477602274117E9, 2.782533235581729E9, 2.7929714786872444E9, 2.7946779633186374E9, 2.7958141919292965E9, 2.8038415847416897E9, 2.8083644758308816E9, 2.8311043194536953E9
198, 1.914034178906548E9, 2.0450683342282705E9, 2.135933238236506E9, 2.187415222206386E9, 2.192630870308486E9, 2.2129345369568715E9, 2.2152441510907707E9, 2.221927000810104E9, 2.2232532160378227E9, 2.223766789819879E9, 2.234093364783416E9, 2.259610029859236E9, 2.2683864988485785E9, 2.2925509893371334E9, 2.304187428729512E9, 2.3075960091362014E9, 2.323785967235841E9, 2.3271117009583545E9, 2.3325536607807174E9, 2.362303790566362E9, 2.3639153587216406E9, 2.371732830073909E9, 2.389107416639144E9, 2.400879614806028E9, 2.4010460637597666E9, 2.424993995603274E9, 2.4353414187746744E9, 2.4418842037006173E9, 2.442195360590305E9, 2.4573094662955155E9, 2.4587444105023456E9, 2.4659186959966908E9, 2.495227669303227E9, 2.4988518545504346E9, 2.51172563648501E9, 2.517171419343617E9, 2.520368451246768E9, 2.521834142988907E9, 2.535079530880911E9, 2.5410166034418883E9, 2.542416389686568E9, 2.546632957637032E9, 2.5538402024694963E9, 2.5637361535011005E9, 2.5736966573127522E9, 2.5764279150312743E9, 2.5858493304657536E9, 2.5862294377897267E9, 2.588859683615835E9, 2.5908214166318707E9, 2.591144499222828E9, 2.591483893211007E9, 2.59311056480302E9, 2.594388288275204E9, 2.5973434480423393E9, 2.597806121564809E9, 2.608710666126868E9, 2.610294201776402E9, 2.620641407096444E9, 2.6259287167589855E9, 2.626197612700401E9, 2.629385339076037E9, 2.6335845492038937E9, 2.6475643512385263E9, 2.6534643363796268E9, 2.657297080696521E9, 2.67345533880864E9, 2.676170754333974E9, 2.6890177544561577E9, 2.68920875037129E9, 2.691154719107863E9, 2.698971149249587E9, 2.7182760416397395E9, 2.7206005711469603E9, 2.7223540546230717E9, 2.7300607727134914E9, 2.732879417653516E9, 2.7426507518405194E9, 2.744870460745482E9, 2.7615311687915273E9, 2.7649302045126295E9, 2.7650577913851104E9, 2.765241993284636E9, 2.7695099532481785E9, 2.7716243572654495E9, 2.778340422323688E9, 2.787765995612298E9, 2.7941016337768445E9, 2.7981730429436493E9, 2.8018627755082464E9, 2.8208459268056335E9, 2.823654427370986E9, 2.82808084372802E9, 2.8308048563821473E9, 2.8320003821916513E9, 2.8361415369208436E9, 2.8381827976261544E9, 2.8400581516188383E9, 2.8480943251089377E9, 2.849728292888473E9
199, 1.9662857088145456E9, 1.9694530928687203E9, 2.1018717396761596E9, 2.1036770447138636E9, 2.147687147997185E9, 2.148385556288904E9, 2.1655449798568735E9, 2.1806318579448304E9, 2.209482892227743E9, 2.22877828053192E9, 2.249095102944129E9, 2.2644349677573695E9, 2.2811391458100677E9, 2.2942016862568727E9, 2.294381459154191E9, 2.3130969721065702E9, 2.3158028774824557E9, 2.3187728203470836E9, 2.3189484070831356E9, 2.3264897340315523E9, 2.3338590854727106E9, 2.3376052873627195E9, 2.3533978199756517E9, 2.3556489032402744E9, 2.3735604725438094E9, 2.379603954933171E9, 2.385457384582997E9, 2.387011268402004E9, 2.428873440658468E9, 2.435633976096846E9, 2.4456413833920226E9, 2.448546592948618E9, 2.4548016026115804E9, 2.4571248239188704E9, 2.4592573219993997E9, 2.460384451327387E9, 2.462304299861165E9, 2.471780129179642E9, 2.4814455587918053E9, 2.48551686376468E9, 2.5018419008481393E9, 2.5080098374382877E9, 2.5253564411515846E9, 2.5361756846896763E9, 2.5439635989376016E9, 2.5557649588987775E9, 2.5574625386447496E9, 2.5581098227309966E9, 2.5604918782087255E9, 2.578759410906691E9, 2.5842071595486064E9, 2.595582407271329E9, 2.6055972659028482E9, 2.608029201022174E9, 2.610644475932955E9, 2.613126921239656E9, 2.624657580274074E9, 2.632762067028867E9, 2.6349460776728497E9, 2.6611669454367757E9, 2.672190538105132E9, 2.6857666288700314E9, 2.6909229058507266E9, 2.698938005296851E9, 2.6995348013553476E9, 2.707790475556952E9, 2.707878937710986E9, 2.708946468931721E9, 2.713366484988103E9, 2.7155454264293017E9, 2.7160410645311537E9, 2.7188835320523424E9, 2.7277371208262873E9, 2.7315036317463737E9, 2.7412415043894444E9, 2.7419863853283978E9, 2.749952162022513E9, 2.7572767643245053E9, 2.7596049638210773E9, 2.7621626292978086E9, 2.762621997150637E9, 2.767386264862482E9, 2.7699389625600047E9, 2.7713289353366013E9, 2.7800443424785028E9, 2.7807910011573358E9, 2.7812889620548415E9, 2.7836142223009896E9, 2.787066685649118E9, 2.7895520012487273E9, 2.7911871060356245E9, 2.7959501470727534E9, 2.7970296471114902E9, 2.8079264645196757E9, 2.8161488579227934E9, 2.821928831416279E9, 2.8234584877905326E9, 2.8247773884758444E9, 2.829471928612523E9, 2.8344848115556145E9
200, 1.7525927291870391E9, 1.8991956142280014E9, 2.0296073484196217E9, 2.147584062147734E9, 2.1994069497327204E9, 2.228623574134782E9, 2.2363673640528536E9, 2.2519963634690356E9, 2.2591428302073264E9, 2.272470326462958E9, 2.2782409248597026E9, 2.2790101331591525E9, 2.282143014701542E9, 2.308534098947982E9, 2.309036109464517E9, 2.329546511754435E9, 2.332351790153267E9, 2.3348330556424665E9, 2.3491328758579307E9, 2.371197339692278E9, 2.3808351726352205E9, 2.4098348881935096E9, 2.411743414251084E9, 2.419165401267823E9, 2.4266786662737455E9, 2.436536589776722E9, 2.4418194318424497E9, 2.443230858749894E9, 2.4453265453676686E9, 2.4547336544465113E9, 2.461977454612557E9, 2.4734738405100403E9, 2.481707717724775E9, 2.495602659289461E9, 2.498221372348524E9, 2.512691398970936E9, 2.516672356024108E9, 2.542933343602683E9, 2.5480984685792584E9, 2.550083244358895E9, 2.5666116336355605E9, 2.568695368565268E9, 2.580083361906779E9, 2.5802919309316893E9, 2.581416530678393E9, 2.58419129470533E9, 2.5909881897059503E9, 2.6043221006929755E9, 2.6081727652082105E9, 2.612429034942729E9, 2.6140614300414667E9, 2.6143014618100553E9, 2.6272355518473096E9, 2.62837421740864E9, 2.635598265196327E9, 2.63888162956329E9, 2.639724184354857E9, 2.64281461098734E9, 2.650084320695202E9, 2.6595881264982233E9, 2.6599929667318134E9, 2.664394951559977E9, 2.6711634783010235E9, 2.6767854035658073E9, 2.6806110479468455E9, 2.6833825616387377E9, 2.687145920946537E9, 2.688201399378428E9, 2.6947904901023526E9, 2.7050892048528385E9, 2.7167607759871936E9, 2.721176958908558E9, 2.7275753489007525E9, 2.738324340052614E9, 2.763031854419837E9, 2.7709920478901634E9, 2.77768897847757E9, 2.779886844675602E9, 2.7854938463420177E9, 2.7860525114312806E9, 2.7902043956333804E9, 2.80413381637549E9, 2.8068185395064964E9, 2.80704866270251E9, 2.824092476701769E9, 2.8281366944784904E9, 2.8290400271488576E9, 2.8415436861958833E9, 2.8479480172183537E9, 2.856860758079678E9, 2.8668509568584723E9, 2.867387385764587E9, 2.876170588401E9, 2.894948921830244E9, 2.8986650121782203E9, 2.89914456465704E9, 2.903126617455399E9, 2.9145507471343727E9, 2.9221525864671445E9, 2.924776117017973E9
201, 1.8311187200129147E9, 2.07292399581605E9, 2.1102176303506904E9, 2.133480736366893E9, 2.1467535940023766E9, 2.2037418905086865E9, 2.2098681388620453E9, 2.2528413855693493E9, 2.2622756943350663E9, 2.271855278336369E9, 2.2980595904954143E9, 2.2994666407882795E9, 2.3071986828181086E9, 2.3076707502624483E9, 2.308143459589273E9, 2.311211141546129E9, 2.3188318476664143E9, 2.3237224792612224E9, 2.348607321077729E9, 2.3492077928619394E9, 2.355119157429618E9, 2.3715689991647E9, 2.3731572996904297E9, 2.376463476078691E9, 2.390018894657234E9, 2.3920468864312205E9, 2.4040716562393646E9, 2.4171163208543806E9, 2.4206931680574327E9, 2.420959274937239E9, 2.4256668034624176E9, 2.428266854178607E9, 2.4285745568535714E9, 2.428665213836843E9, 2.4338931645142317E9, 2.440366689069676E9, 2.456265786633746E9, 2.46013342065222E9, 2.4620166397691207E9, 2.463817732005051E9, 2.4689268504022636E9, 2.477577120772824E9, 2.478846159526225E9, 2.4825087109502964E9, 2.486915005274556E9, 2.5007712394178963E9, 2.5046410182316027E9, 2.5070200813950715E9, 2.5071558644131083E9, 2.5325129074981103E9, 2.5354389437431903E9, 2.5459908259076004E9, 2.5604758636797156E9, 2.5650503089395475E9, 2.579193973057302E9, 2.5977543271435876E9, 2.607116456394644E9, 2.6108914843467116E9, 2.6119826395341153E9, 2.6191992353515964E9, 2.620698047501809E9, 2.6221569525691824E9, 2.623842081423248E9, 2.6259463837434983E9, 2.6288527899535637E9, 2.6310498251624055E9, 2.633579264242377E9, 2.6477845669953094E9, 2.6483520236889663E9, 2.649997612119829E9, 2.6509489838855715E9, 2.6517542249124646E9, 2.65600942912207E9, 2.659332395820249E9, 2.6698870027868886E9, 2.671932843518697E9, 2.673728008874637E9, 2.679654703584276E9, 2.689311968564987E9, 2.702132239641971E9, 2.702378293583556E9, 2.715006929149673E9, 2.717950789053112E9, 2.719383327578784E9, 2.7302346170250134E9, 2.747663773187544E9, 2.748582159821523E9, 2.7526940416862664E9, 2.767963249050171E9, 2.768489737596837E9, 2.7705680020426455E9, 2.7769376633840394E9, 2.780172383580232E9, 2.7835952998478684E9, 2.794454329775634E9, 2.802437340791054E9, 2.8028950109740024E9, 2.802988850145771E9, 2.8078063471031775E9, 2.8136729083789043E9
202, 1.6911604236336534E9, 1.8243792757759821E9, 1.98186891591543E9, 1.9875320718946292E9, 2.0746238267067957E9, 2.097889126146526E9, 2.1210830254721107E9, 2.1307953249998016E9, 2.1565970255364532E9, 2.1804934146904035E9, 2.1815374142661095E9, 2.201173147202697E9, 2.205551376544946E9, 2.236872738431487E9, 2.23937976622159E9, 2.259343174009907E9, 2.263900264224678E9, 2.2817345418416023E9, 2.303776891410989E9, 2.3177724059675326E9, 2.320763913784586E9, 2.3249838753023334E9, 2.3336690110864067E9, 2.3369461513428106E9, 2.3582887116925735E9, 2.367344085412715E9, 2.369335583415644E9, 2.371025540154747E9, 2.375402569226713E9, 2.3827319107432346E9, 2.3853096969682584E9, 2.3885756558767176E9, 2.4192581835202127E9, 2.4301533823985367E9, 2.432059935231341E9, 2.436417975223605E9, 2.4378254656258745E9, 2.44438939308218E9, 2.460414548660272E9, 2.4915200427084455E9, 2.5036659767106357E9, 2.521968043481127E9, 2.526006740479969E9, 2.5308199813607554E9, 2.5357562701448216E9, 2.538125661588497E9, 2.540294739069554E9, 2.5408842488551674E9, 2.5560229281223984E9, 2.5610240247773104E9, 2.561605135851592E9, 2.569493611953689E9, 2.5870828230803733E9, 2.5923910497083073E9, 2.5969524741171904E9, 2.6172392285813E9, 2.631813572721793E9, 2.6333257401176815E9, 2.6349815204577026E9, 2.6387898002719145E9, 2.642597391416733E9, 2.6513687175835505E9, 2.6529817141550307E9, 2.656206535532292E9, 2.664024380063347E9, 2.665294604321242E9, 2.669203789552627E9, 2.673310095757988E9, 2.6751621802899246E9, 2.686283712816599E9, 2.7024256396164155E9, 2.707225087993861E9, 2.7190517566979737E9, 2.725158716611595E9, 2.729833139200935E9, 2.7339999745070677E9, 2.7401881985940967E9, 2.745983343504869E9, 2.747013226690995E9, 2.7633042379842362E9, 2.7649788750965257E9, 2.7669823642329874E9, 2.7678589078487244E9, 2.7678677447799907E9, 2.7721273783036146E9, 2.7768891852272024E9, 2.785888595036164E9, 2.8070303093805E9, 2.812082010201282E9, 2.8145492339503627E9, 2.830812703948345E9, 2.8340725332105346E9, 2.835408303779352E9, 2.8477831359640365E9, 2.8757921443822823E9, 2.8841918622809954E9, 2.88462551758959E9, 2.885040798874788E9, 2.8936484819189906E9, 2.8950854904051533E9
203, 1.5708928924682496E9, 2.0303133961798134E9, 2.0725442512349904E9, 2.0915171537613468E9, 2.0918960241090157E9, 2.1204252267375488E9, 2.122553540828382E9, 2.1259767021253903E9, 2.1394418137515845E9, 2.1754167671132355E9, 2.204394666711893E9, 2.225474474465114E9, 2.2271159173612857E9, 2.258226415841652E9, 2.2649060229735675E9, 2.3026968439398203E9, 2.3052369205184536E9, 2.307491327590799E9, 2.3100094490936904E9, 2.3434694892696185E9, 2.3603181355398655E9, 2.373669002860273E9, 2.3759947333963876E9, 2.3899573629827805E9, 2.4165132198521633E9, 2.418855550094497E9, 2.424407673364944E9, 2.4275186201632524E9, 2.4376467327344966E9, 2.4431488653603354E9, 2.4473836894285574E9, 2.4481923978142815E9, 2.4494821677076287E9, 2.4537752458343997E9, 2.460669529233012E9, 2.462898489198823E9, 2.4645555253708286E9, 2.4685223177715406E9, 2.4718865947745996E9, 2.4800476353967295E9, 2.4826103348631225E9, 2.4874113892499094E9, 2.5067475223539467E9, 2.5198142349153514E9, 2.5300057208021526E9, 2.5320880091966815E9, 2.5348322701807103E9, 2.534990684794043E9, 2.548210753227755E9, 2.553668491010304E9, 2.569907491141218E9, 2.5908567317375193E9, 2.591615087578017E9, 2.5987310286648526E9, 2.5987702911860814E9, 2.6140175591942225E9, 2.6250939463905497E9, 2.626136030518154E9, 2.6379867100631666E9, 2.652110696721321E9, 2.6531547787677426E9, 2.6669644231627502E9, 2.6718880796439395E9, 2.6888340051313148E9, 2.691982164584619E9, 2.697271810956254E9, 2.710104129690243E9, 2.7102120658212414E9, 2.7124513450556884E9, 2.719327533639832E9, 2.7205109472606797E9, 2.723219661640641E9, 2.729926358137071E9, 2.7305786571072264E9, 2.7320810574631104E9, 2.736651333205154E9, 2.746420023445708E9, 2.7506958569677224E9, 2.753929684310533E9, 2.755530620278108E9, 2.7558588816979866E9, 2.7720608887107077E9, 2.7754778920796013E9, 2.782374025344769E9, 2.80062347844939E9, 2.8118983669110746E9, 2.81928107572169E9, 2.832013336073911E9, 2.846084496784369E9, 2.8472087122640142E9, 2.8474178014002166E9, 2.8620413349464817E9, 2.8634212470978365E9, 2.8640490227726736E9, 2.8653067143786063E9, 2.866987502245673E9, 2.8689735537556767E9, 2.897439957654172E9, 2.8988179930451217E9, 2.916974315561398E9
204, 2.070377521031938E9, 2.079914278033771E9, 2.1154920081462984E9, 2.1652623648292603E9, 2.209599833901329E9, 2.2648935488928347E9, 2.2834405732503586E9, 2.31886373187503E9, 2.3657497598631673E9, 2.386395480562457E9, 2.3878216768859687E9, 2.395030191814346E9, 2.3984827374915624E9, 2.408846855196886E9, 2.4167424705020328E9, 2.4235603308469744E9, 2.4315307268990846E9, 2.4319393335419784E9, 2.4445381380163355E9, 2.4527533569190207E9, 2.4593241338803496E9, 2.4726822417060256E9, 2.4741047318002286E9, 2.475345812774058E9, 2.4784400448844924E9, 2.4845280215659966E9, 2.4849642971131225E9, 2.4903520051635375E9, 2.501718680498806E9, 2.51596635468284E9, 2.5265649625204973E9, 2.5275480617900743E9, 2.530294773412264E9, 2.533694161753384E9, 2.538553756337752E9, 2.5395149802217293E9, 2.539909599128455E9, 2.5403852723136196E9, 2.546472426480415E9, 2.557476894871619E9, 2.563756453887374E9, 2.5647657102760525E9, 2.569442452535661E9, 2.5862532508500543E9, 2.5880203328238134E9, 2.588247387764124E9, 2.588559960430075E9, 2.5975866562319326E9, 2.601870921109849E9, 2.620222882929941E9, 2.6323560825101686E9, 2.6329208371965528E9, 2.6370641810476246E9, 2.63708789492055E9, 2.6400756487272058E9, 2.6539053915350246E9, 2.658146534412609E9, 2.658190749817731E9, 2.665947221789801E9, 2.668866144052759E9, 2.6705831698578267E9, 2.6744301358003645E9, 2.6852124413234386E9, 2.6917779245658975E9, 2.6983864506536427E9, 2.7018307098415046E9, 2.708812700118894E9, 2.7088634477161036E9, 2.7186259328007298E9, 2.725994451413392E9, 2.7346311976825705E9, 2.737326887238086E9, 2.7373921191667843E9, 2.7421625066463304E9, 2.744809904698838E9, 2.7457991170273905E9, 2.75504705413741E9, 2.7580517257339964E9, 2.7630811494255753E9, 2.8014621194764853E9, 2.8060978446273985E9, 2.8068894279726105E9, 2.8073230830344105E9, 2.8116525038223934E9, 2.8136522273393273E9, 2.8139559852088695E9, 2.818074484499089E9, 2.8272030428190813E9, 2.829125162794086E9, 2.8445870493260055E9, 2.8519505427502365E9, 2.8553999780380216E9, 2.8628485090845194E9, 2.8647872902937913E9, 2.878832889860122E9, 2.888537621851429E9, 2.8911143423819723E9, 2.9059806655577774E9, 2.9126426301214867E9, 2.920179557010646E9
