0, Infinity, Infinity, Infinity, 2.8706265735983656E139, Infinity, 1.5824764185853247E7, Infinity, Infinity, 2.8794177022000585E9, 69404.13908948858, 4580695.040753311, 1.4472977756584713E7, 3.149679655530116E11, 86424.4602153659, 5417566.760999809, Infinity, 3.6192470956304454E17, Infinity, 1463014.2857934893, Infinity, 42045.72646952804, 33957.80590326133, 44514.67581613852, 74981.8467358271, 1.784095428234059E247, 39549.95079386276, 49259.23747836833, 1.9608399532039898E269, 4290732.89447833, Infinity, 43524.49567545203, Infinity, 46868.85901847487, 4.0524698458646484E11, Infinity, 1.5143458784787927E11, Infinity, Infinity, Infinity, 1.5312022545862566E272, 2.1951040158087536E85, 42669.5474172518, 1576770.7454524445, Infinity, 4.315267923307599E7, Infinity, 41449.1730031293, 35753.480069796504, Infinity, Infinity, Infinity, 41815.4582719347, Infinity, Infinity, 3.4853660778886035E11, 73835.075451951, 1.548572966934378E10, 1.893906443190526E7, Infinity, Infinity, 43440.885407999674, 190426.3722024791, 7696141.65255741, 82145.37733061172, Infinity, 1.589258582382085E8, 42624.01768799342, 49424.08470634911, Infinity, 2.5541237716493616E8, 3.834949510433519E10, Infinity, Infinity, 37834.086497851444, 43796.66140166139, 4.633123404050459E7, Infinity, 1.4011511809893456E8, 68240.88039939402, 5.865754148332275E7, 50059.03510007452, Infinity, Infinity, Infinity, 38936.02974164919, 4.226953267757912E9, 171133.76775551005, 96464.55564238598, 1.1244808686532615E8, 53896.024209773284, 1.0945983781678759E232, 39467.83022241174, Infinity, 1555906.2507386063, Infinity, Infinity, 47252.34580259878, 1.896346524231165E7, 129458.90099212009, 2528768.684751503
204, 44239.45611604873, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45281.00632363623, 45352.157851906624, 45360.42279955751
205, 43436.72818087732, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45281.00632363623, 45352.157851906624
206, 43352.13991232581, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45281.00632363623
207, 38254.554126983625, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155
208, 39770.36892554488, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036
209, 47704.54961404298, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482
210, 38772.03498761645, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482
211, 42222.48463036133, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775
212, 36214.5430200931, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42222.48463036133, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897
213, 41418.38470355421, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42222.48463036133, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074
214, 39311.05867206121, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42222.48463036133, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297
215, 47380.82886847751, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42222.48463036133, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725
216, 46415.92362813828, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42222.48463036133, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725
217, 41717.84581890934, 19592.430595794052, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37612.52336018912, 37734.57138301608, 37749.751065019474, 38093.16474073717, 38254.554126983625, 38456.960881675564, 38772.03498761645, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39467.83022241174, 39516.65162077182, 39542.11174349582, 39770.36892554488, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40554.56422842266, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41733.09309929184, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42222.48463036133, 42350.37030750113, 42510.49431758269, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42820.2598160642, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43160.37485582453, 43241.578091177435, 43302.73668998412, 43352.13991232581, 43355.002117675154, 43357.8707329553, 43436.72818087732, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43608.61534360886, 43641.84909364394, 43776.906686917784, 43796.66140166139, 43840.52583362281, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44239.45611604873, 44244.24928745397, 44259.114932770215, 44304.61363102626, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725
